prefecture,year,population,capital,region,estimated_area,island
saga-ken,1893,569831.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1894,577175.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1895,579844.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1896,587287.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1897,596275.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1898,599679.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1899,618679.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1904,654593.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1909,671531.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1914,693611.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1919,679322.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1921,673895.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1926,684831.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1931,691565.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1936,686117.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1941,701517.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1944,705651.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1946,830431.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1946,856692.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1948,917797.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1949,931336.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1951,945082.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1956,973749.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1961,942874.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1966,871885.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1971,838468.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1976,837674.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1981,865574.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1986,880013.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1991,877851.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1996,884316.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,2001,876654.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,2006,866369.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,2011,849788.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,2016,833245.0,Saga-shi,Kyushu,2439.65,Kyushu
saitama-ken,1872,837941.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1873,843918.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1874,1244349.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1875,1268853.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1876,1298608.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1877,901714.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1878,912528.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1879,929939.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1880,933955.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1881,952689.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1882,962717.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1883,970598.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1884,985889.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1885,994704.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1886,1004020.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1887,1015824.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1888,1039376.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1889,1054483.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1890,1069144.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1891,1081121.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1892,1087361.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1893,1098947.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1894,1109604.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1895,1119126.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1896,1137773.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1897,1147133.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1898,1152823.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1899,1175697.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1904,1240280.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1909,1284502.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1914,1343674.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1919,1391712.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1921,1319533.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1926,1394461.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1931,1459172.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1936,1528854.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1941,1608039.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1944,1647625.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1946,2047261.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1946,2028553.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1948,2100453.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1949,2132221.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1951,2146445.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1956,2262623.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1961,2430871.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1966,3014983.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1971,3866472.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1976,4821340.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1981,5420480.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1986,5863678.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1991,6405319.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,1996,6759311.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,2001,6938006.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,2006,7054243.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,2011,7194556.0,Saitama-shi,Kanto,3798.08,Honshu
saitama-ken,2016,7261271.0,Saitama-shi,Kanto,3798.08,Honshu
shiga-ken,1872,576564.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1873,578099.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1874,579704.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1875,584756.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1876,589747.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1877,711802.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1878,721099.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1879,729893.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1880,738211.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1881,745133.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1882,633447.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1883,639961.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1884,639634.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1885,645519.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1886,648339.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1887,654558.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1888,661323.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1889,667563.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1890,671788.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1891,677502.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1892,678775.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1893,681145.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1894,682455.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1895,686715.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1896,690043.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1897,689723.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1898,688343.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1899,694606.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1904,716920.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1909,694370.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1914,697369.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1919,703944.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1921,651050.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1926,662412.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1931,691631.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1936,711436.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1941,703679.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1944,691972.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1946,860911.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1946,831306.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1948,858367.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1949,872775.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1951,861180.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1956,853734.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1961,842695.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1966,853385.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1971,889768.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1976,985621.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1981,1079898.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1986,1155844.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1991,1222411.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,1996,1287005.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,2001,1342832.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,2006,1380361.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,2011,1410777.0,otsu-shi,Kansai,4017.36,Honshu
shiga-ken,2016,1413184.0,otsu-shi,Kansai,4017.36,Honshu
shimane-ken,1872,599653.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1873,602257.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1874,604020.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1875,608853.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1876,613425.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1877,1017361.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1878,1023678.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1879,1034581.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1880,1037260.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1881,1043865.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1882,669410.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1883,674984.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1884,678813.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1885,682536.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1886,684856.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1887,684257.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1888,688127.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1889,692101.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1890,695782.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1891,697878.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1892,700665.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1893,703256.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1894,702301.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1895,700921.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1896,705674.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1897,706028.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1898,709065.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1899,716586.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1904,731295.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1909,738048.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1914,758754.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1919,717530.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1921,714712.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1926,722402.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1931,739507.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1936,747119.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1941,740940.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1944,729819.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1946,860275.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1946,848995.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1948,894267.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1949,903576.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1951,912551.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1956,929066.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1961,888886.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1966,821620.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1971,773575.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1976,768886.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1981,784795.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1986,794629.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1991,781021.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,1996,771441.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,2001,761503.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,2006,742223.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,2011,717397.0,Matsue-shi,Chugoku,6707.96,Honshu
shimane-ken,2016,694188.0,Matsue-shi,Chugoku,6707.96,Honshu
shizuoka-ken,1872,1123015.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1873,1128572.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1874,1131527.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1875,1152198.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1876,1160036.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1877,968814.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1878,976405.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1879,980766.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1880,970022.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1881,972265.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1882,980793.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1883,985881.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1884,982512.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1885,991127.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1886,1002693.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1887,1019301.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1888,1038941.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1889,1058226.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1890,1070841.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1891,1084562.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1892,1094476.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1893,1105875.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1894,1117127.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1895,1128584.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1896,1148653.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1897,1162613.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1898,1175982.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1899,1200322.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1904,1293470.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1909,1376048.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1914,1483712.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1919,1591772.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1921,1550387.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1926,1671217.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1931,1797805.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1936,1939860.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1941,2017860.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1944,2027856.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1946,2220358.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1946,2260059.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1948,2353005.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1949,2407102.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1951,2471472.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1956,2650435.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1961,2756271.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1966,2912521.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1971,3089895.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1976,3308799.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1981,3446804.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1986,3574692.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1991,3670840.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,1996,3737689.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,2001,3767393.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,2006,3792377.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,2011,3765007.0,Shizuoka-shi,Chubu,7780.5,Honshu
shizuoka-ken,2016,3701181.0,Shizuoka-shi,Chubu,7780.5,Honshu
tochigi-ken,1872,623058.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1873,626994.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1874,636348.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1875,648503.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1876,665724.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1877,543245.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1878,550271.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1879,570843.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1880,581358.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1881,593383.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1882,600627.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1883,609000.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1884,627441.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1885,635751.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1886,641420.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1887,655880.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1888,670042.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1889,684341.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1890,699121.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1891,713362.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1892,722510.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1893,731893.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1894,744426.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1895,751874.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1896,767478.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1897,781864.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1898,798946.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1899,829630.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1904,912274.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1909,977437.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1914,1044177.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1919,1103333.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1921,1046479.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1926,1090428.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1931,1141737.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1936,1195057.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1941,1206657.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1944,1203679.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1946,1546355.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1946,1503619.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1948,1534311.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1949,1557860.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1951,1550462.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1956,1547580.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1961,1513624.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1966,1521656.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1971,1580021.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1976,1698003.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1981,1792201.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1986,1866066.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1991,1935168.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,1996,1984390.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,2001,2004817.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,2006,2016631.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,2011,2007683.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tochigi-ken,2016,1974671.0,Utsunomiya-shi,Kanto,6408.28,Honshu
tokushima-ken,1872,,Tokushima-shi,Shikoku,4146.74,Shikoku
tokushima-ken,1873,,Tokushima-shi,Shikoku,4146.74,Shikoku
tokushima-ken,1874,,Tokushima-shi,Shikoku,4146.74,Shikoku
tokushima-ken,1875,,Tokushima-shi,Shikoku,4146.74,Shikoku
tokushima-ken,1876,,Tokushima-shi,Shikoku,4146.74,Shikoku
tokushima-ken,1877,,Tokushima-shi,Shikoku,4146.74,Shikoku
tokushima-ken,1878,,Tokushima-shi,Shikoku,4146.74,Shikoku
tokushima-ken,1879,,Tokushima-shi,Shikoku,4146.74,Shikoku
tokushima-ken,1880,,Tokushima-shi,Shikoku,4146.74,Shikoku
tokushima-ken,1881,637550.0,Tokushima-shi,Shikoku,4146.74,Shikoku
tokushima-ken,1882,642172.0,Tokushima-shi,Shikoku,4146.74,Shikoku
tokushima-ken,1883,649616.0,Tokushima-shi,Shikoku,4146.74,Shikoku
tokushima-ken,1884,651109.0,Tokushima-shi,Shikoku,4146.74,Shikoku
tokushima-ken,1885,651731.0,Tokushima-shi,Shikoku,4146.74,Shikoku
tokushima-ken,1886,656064.0,Tokushima-shi,Shikoku,4146.74,Shikoku
tokushima-ken,1887,661548.0,Tokushima-shi,Shikoku,4146.74,Shikoku
tokushima-ken,1888,670963.0,Tokushima-shi,Shikoku,4146.74,Shikoku
tokushima-ken,1889,676154.0,Tokushima-shi,Shikoku,4146.74,Shikoku
tokushima-ken,1890,681863.0,Tokushima-shi,Shikoku,4146.74,Shikoku
tokushima-ken,1891,683994.0,Tokushima-shi,Shikoku,4146.74,Shikoku
tokushima-ken,1892,682225.0,Tokushima-shi,Shikoku,4146.74,Shikoku
tokushima-ken,1893,682398.0,Tokushima-shi,Shikoku,4146.74,Shikoku
tokushima-ken,1894,679046.0,Tokushima-shi,Shikoku,4146.74,Shikoku
tokushima-ken,1895,670745.0,Tokushima-shi,Shikoku,4146.74,Shikoku
tokushima-ken,1896,674976.0,Tokushima-shi,Shikoku,4146.74,Shikoku
tokushima-ken,1897,675570.0,Tokushima-shi,Shikoku,4146.74,Shikoku
tokushima-ken,1898,676694.0,Tokushima-shi,Shikoku,4146.74,Shikoku
tokushima-ken,1899,688123.0,Tokushima-shi,Shikoku,4146.74,Shikoku
tokushima-ken,1904,707545.0,Tokushima-shi,Shikoku,4146.74,Shikoku
tokushima-ken,1909,720888.0,Tokushima-shi,Shikoku,4146.74,Shikoku
tokushima-ken,1914,742320.0,Tokushima-shi,Shikoku,4146.74,Shikoku
tokushima-ken,1919,744088.0,Tokushima-shi,Shikoku,4146.74,Shikoku
tokushima-ken,1921,670212.0,Tokushima-shi,Shikoku,4146.74,Shikoku
tokushima-ken,1926,689814.0,Tokushima-shi,Shikoku,4146.74,Shikoku
