prefecture,year,population,capital,region,estimated_area,island
nagasaki-ken,2006,1478632.0,Nagasaki-shi,Kyushu,4105.47,Kyushu
nagasaki-ken,2011,1426779.0,Nagasaki-shi,Kyushu,4105.47,Kyushu
nagasaki-ken,2016,1377780.0,Nagasaki-shi,Kyushu,4105.47,Kyushu
nara-ken,1872,418326.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1873,423004.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1874,427635.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1875,430734.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1876,433938.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1877,,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1878,,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1879,,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1880,,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1881,,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1882,,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1883,,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1884,,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1885,,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1886,,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1887,,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1888,489213.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1889,496431.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1890,498871.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1891,500742.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1892,502033.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1893,506304.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1894,508963.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1895,512181.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1896,518025.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1897,521918.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1898,524562.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1899,535619.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1904,558314.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1909,569772.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1914,600711.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1919,594482.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1921,564607.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1926,583828.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1931,596225.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1936,620471.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1941,620509.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1944,606789.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1946,779685.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1946,744381.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1948,779935.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1949,778677.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1951,763883.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1956,776861.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1961,781058.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1966,825965.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1971,930160.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1976,1077491.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1981,1209365.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1986,1304866.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1991,1375481.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,1996,1430862.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,2001,1442795.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,2006,1421310.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,2011,1400728.0,Nara-shi,Kansai,3691.09,Honshu
nara-ken,2016,1365008.0,Nara-shi,Kansai,3691.09,Honshu
niigata-ken,1872,1353733.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1873,1357222.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1874,1368782.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1875,1388353.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1876,1388812.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1877,1500061.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1878,1504601.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1879,1530712.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1880,1546338.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1881,1564312.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1882,1581168.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1883,1586599.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1884,1589304.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1885,1601796.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1886,1628650.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1887,1632257.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1888,1652736.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1889,1665378.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1890,1681985.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1891,1693727.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1892,1700427.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1893,1711968.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1894,1713384.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1895,1719562.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1896,1731329.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1897,1736456.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1898,1733629.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1899,1745625.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1904,1780123.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1909,1822239.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1914,1911308.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1919,1916017.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1921,1776474.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1926,1849807.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1931,1933326.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1936,1995777.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1941,2064402.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1944,1994817.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1946,2389653.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1946,2326811.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1948,2418271.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1949,2435451.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1951,2460997.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1956,2473492.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1961,2442037.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1966,2398931.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1971,2360982.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1976,2391938.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1981,2451357.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1986,2478470.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1991,2474583.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,1996,2488364.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,2001,2475733.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,2006,2431459.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,2011,2374450.0,Niigata-shi,Chubu,12583.83,Honshu
niigata-ken,2016,2305098.0,Niigata-shi,Chubu,12583.83,Honshu
oita-ken,1872,562318.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1873,565460.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1874,578163.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1875,580347.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1876,583740.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1877,714234.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1878,718816.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1879,728115.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1880,731964.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1881,740009.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1882,741201.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1883,746411.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1884,752161.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1885,757747.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1886,761476.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1887,762275.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1888,773101.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1889,781554.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1890,788635.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1891,792085.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1892,790063.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1893,792912.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1894,794050.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1895,796456.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1896,805374.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1897,814064.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1898,819996.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1899,835917.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1904,854982.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1909,880290.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1914,926936.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1919,920994.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1921,860282.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1926,915136.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1931,945771.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1936,980458.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1941,972975.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1944,973707.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1946,1124513.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1946,1149501.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1948,1233651.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1949,1245689.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1951,1252999.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1956,1277199.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1961,1239655.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1966,1187480.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1971,1155566.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1976,1190314.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1981,1228913.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1986,1250214.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1991,1236942.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,1996,1231306.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,2001,1221140.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,2006,1209571.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,2011,1196529.0,oita-shi,Kyushu,6339.74,Kyushu
oita-ken,2016,1166729.0,oita-shi,Kyushu,6339.74,Kyushu
okayama-ken,1872,933889.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1873,939380.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1874,941928.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1875,955239.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1876,961035.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1877,976774.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1878,984621.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1879,1001220.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1880,1000570.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1881,1007054.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1882,1019674.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1883,1029567.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1884,1037239.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1885,1040280.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1886,1045669.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1887,1043029.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1888,1051333.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1889,1062155.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1890,1068086.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1891,1072706.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1892,1076391.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1893,1082745.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1894,1084423.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1895,1083743.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1896,1094551.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1897,1100984.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1898,1108393.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1899,1135826.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1904,1188244.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1909,1223207.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1914,1261142.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1919,1285590.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1921,1217698.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1926,1238447.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1931,1283962.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1936,1332647.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1941,1329358.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1944,1333300.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1946,1564626.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1946,1538621.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1948,1619622.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1949,1650285.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1951,1661099.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1956,1689800.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1961,1670454.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1966,1645135.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1971,1707026.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1976,1814305.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1981,1871023.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1986,1916906.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1991,1925877.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,1996,1950750.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,2001,1950828.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,2006,1957264.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,2011,1945276.0,Okayama-shi,Chugoku,7113.23,Honshu
okayama-ken,2016,1922181.0,Okayama-shi,Chugoku,7113.23,Honshu
okinawa-ken,1872,166789.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1873,166789.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1874,167073.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1875,167320.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1876,167572.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1877,167822.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1878,168064.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1879,310545.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1880,310545.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1881,356801.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1882,358880.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1883,360770.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1884,364701.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1885,367874.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1886,373587.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1887,378809.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1888,375280.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1889,374266.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1890,381142.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1891,406622.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1892,412354.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1893,419970.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1894,421769.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1895,432078.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1896,439578.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1897,442834.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1898,449112.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1899,460221.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1904,476230.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1909,502309.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1914,534415.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1919,580940.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1921,571572.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1926,557622.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1931,577509.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1936,592494.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1941,574579.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1944,590480.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1946,,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1946,,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1948,,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1949,,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1951,917875.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1956,801065.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1961,883122.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1966,934176.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1971,945111.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1976,1042572.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1981,1106559.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1986,1179097.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1991,1222398.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,1996,1273440.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,2001,1318220.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,2006,1361594.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,2011,1392818.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
okinawa-ken,2016,1434138.0,Naha-shi,Kyushu,2276.49,Ryukyu Islands
osaka-fu,1872,1108030.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1873,1113489.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1874,1122769.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1875,1143018.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1876,1152217.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1877,1463688.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1878,1476807.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1879,1534018.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1880,1540075.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1881,1547440.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1882,1572333.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1883,1585696.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1884,1653157.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1885,1681935.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1886,1691243.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1887,1695196.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1888,1245695.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1889,1281150.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1890,1324216.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1891,1348317.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1892,1357358.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1893,1370232.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1894,1380768.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1895,1400308.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1896,1422750.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1897,1456176.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1898,1503771.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1899,1600923.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1904,1823456.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1909,2144030.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1914,2461067.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1919,2888492.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1921,2587847.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1926,3059502.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1931,3540017.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1936,4297174.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1941,4792966.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1944,4412953.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1946,2800958.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1946,2976140.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1948,3334659.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1949,3515225.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1951,3857047.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1956,4618308.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1961,5504746.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1966,6657189.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1971,7620480.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1976,8278925.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1981,8473446.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1986,8668095.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1991,8734516.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,1996,8797268.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,2001,8805081.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,2006,8817166.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,2011,8865245.0,osaka-shi,Kansai,1899.28,Honshu
osaka-fu,2016,8838908.0,osaka-shi,Kansai,1899.28,Honshu
saga-ken,1872,506667.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1873,480034.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1874,486946.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1875,487008.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1876,491260.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1877,,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1878,,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1879,,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1880,,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1881,,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1882,,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1883,,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1884,519712.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1885,522697.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1886,527244.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1887,534981.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1888,547832.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1889,553423.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1890,560594.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1891,565568.0,Saga-shi,Kyushu,2439.65,Kyushu
saga-ken,1892,568925.0,Saga-shi,Kyushu,2439.65,Kyushu
